source_row,employee_name,client_name,client_id,province_raw,province_normalized
525,คุณกิตติพงษ์,เม้งเจริญวังม่วงค้าเหล็ก(สระบุรี) /ม0412,ม0414,สระบุรี,สระบุรี
526,คุณอรญา,วี เอ็น โปรดักส์,ว069,นนทบุรี,นนทบุรี
527,คุณกิตติพงษ์,สินทองการเกษตร,ส131,ปราจีนบุรี,ปราจีนบุรี
528,คุณอรญา,เอส ซีจี แสงเจริญกรุ๊ป,อ0391,กทม.,กรุงเทพมหานคร
529,คุณอรญา,คณิต ปานทอง,ค042,กาญจนบุรี,กาญจนบุรี
530,คุณอรญา,ที.เค.ที มาร์เก็ตติ้ง จำกัด,ท068,กทม.,กรุงเทพมหานคร
531,คุณอรญา,ธนนท์ 1982 จำกัด-นนทบุรี /ธ046,ธ046,นนทบุรี,นนทบุรี
532,คุณอรญา,สินทวีภัณฑ์,ส111,กทม.,กรุงเทพมหานคร
533,คุณอรญา,เอส วาย มาร์เก็ตติ้ง-กรุงเทพฯ /อ135,อ135,กทม.,กรุงเทพมหานคร
534,คุณพิชัย,เกษตรยนต์อะหลั่ย(ลำพูน) /ก0301,ก0302,ลำพูน,ลำพูน
535,คุณพิชัย,จักรวาล,จ084,เชียงราย,เชียงราย
536,คุณพิชัย,เจ๊แดง(ลำพูน) /จ009,จ009,ลำพูน,ลำพูน
537,คุณพิชัย,เจริญผลก่อสร้าง,จ008,พิษณุโลก,พิษณุโลก
538,คุณพิชัย,ดาวทอง,ด007,สุโขทัย,สุโขทัย
539,คุณพิชัย,ท็อปนอร์ท อินเตอร์เทรด จำกัด,ก0842,น่าน,น่าน
540,คุณพิชัย,เพิ่มพูนการค้าวรนคร(น่าน) /พ119,พ119,น่าน,น่าน
541,คุณพิชัย,โรงพยาบาลสัตว์ลำปาง(อุดมการเกษตร) /ร038,ร038,ลำปาง,ลำปาง
542,คุณพิชัย,ศรีสอาดการเกษตร(เชียงใหม่) /ศ003,ศ003,เชียงใหม่,เชียงใหม่
543,คุณพิชัย,สลกบาตร(รวมน๊อต),ส073,กำแพงเพชร,กำแพงเพชร
544,คุณพิชัย,สันป่าตองเคมีเกษตร,ส063,เชียงใหม่,เชียงใหม่
545,คุณพิชัย,หัวเวียงของถูก,ป0582,เชียงใหม่,เชียงใหม่
546,คุณวิรุฬห์,โกลั๋มพืชผล(พังงา) /ก070,ก070,พังงา,พังงา
547,คุณวิรุฬห์,ครอบโปรไลน์(โกเค่ง),ค041,นครศรีธรรมราช,นครศรีธรรมราช
548,คุณวิรุฬห์,จีรพร วรวงศ์สกุล(นครศรีฯ) /จ055,จ055,นครศรีธรรมราช,นครศรีธรรมราช
549,คุณวิรุฬห์,ไถ่เชียงโฮมแม็กซ์ จำกัด,ถ002,ชุมพร,ชุมพร
550,คุณวิรุฬห์,ทรัพย์ประเสริฐการเกษตร,ท053,ตรัง,ตรัง
551,คุณวิรุฬห์,บ้านใหม่ค้าวัสดุก่อสร้าง(เพชรบุรี) /บ067,บ067,เพชรบุรี,เพชรบุรี
552,คุณวิรุฬห์,ปกรณ์การเกษตร(นครศรีฯ) /ป052,ป052,นครศรีธรรมราช,นครศรีธรรมราช
553,คุณวิรุฬห์,ประสิทธิ์เคมีการเกษตร,ป016,สงขลา,สงขลา
554,คุณวิรุฬห์,พรโลหะภัณฑ์,พ042,สงขลา,สงขลา
555,คุณวิรุฬห์,เพื่อนเกษตร(นครศรีฯ) /พ078,พ078,นครศรีธรรมราช,นครศรีธรรมราช
556,คุณกิตติพงษ์,92 ย่งเซี้ยง,ก009,เพชรบูรณ์,เพชรบูรณ์
557,คุณกิตติพงษ์,โชคประเสริฐ,ช023,อุทัยธานี,อุทัยธานี
558,คุณกิตติพงษ์,ประคองพานิช,ป022,ระยอง,ระยอง
559,คุณกิตติพงษ์,ประเสริฐ์ยนต์อาหลั่ย,ป006,พิจิตร,พิจิตร
560,คุณกิตติพงษ์,ภ.เกษตรภัณฑ์,ภ008,ฉะเชิงเทรา,ฉะเชิงเทรา
561,คุณวิรุฬห์,เมืองพลอยการไฟฟ้า(กาญจนบุรี) /ม015,ม015,กาญจนบุรี,กาญจนบุรี
562,คุณกิตติพงษ์,ส.ศิริยนต์อุปกรณ์เกษตร,ส028,อ่างทอง,อ่างทอง
563,คุณกิตติพงษ์,สมอทองเภสัช(เพชรบูรณ์) /ส018,ส018,เพชรบูรณ์,เพชรบูรณ์
564,คุณกิตติพงษ์,สิงห์โตทองรุ่งเรือง(นครสวรรค์) /ส150,ส150,นครสวรรค์,นครสวรรค์
565,คุณกิตติพงษ์,สุนันท์ พันธุ์ไม้-(เพชรบูรณ์) /ส194,ส194,เพชรบูรณ์,เพชรบูรณ์
566,คุณอรญา,แสงไทย(ตลาดสามชุก100ปี),ส186,สุพรรณบุรี,สุพรรณบุรี
567,บริษัท,คอสเปกซ์ จำกัด,ค057,สระบุรี,สระบุรี
568,บริษัท,งามสิริ แซ่ตั้ง,ง004,กทม.,กรุงเทพมหานคร
569,บริษัท,ปัญญภูมิ คอนสตรัตชั่น จำกัด /ป047,ป047,,
570,บริษัท,สถานบำเพ็ญตามรอยผู้รู้,ส173,นครสวรรค์,นครสวรรค์
571,คุณจักรพันธ์,จีจีเอส ซัพพลาย(สนง.ใหญ่)-(ขอนแก่น) /จ087,จ087,ขอนแก่น,ขอนแก่น
572,คุณจักรพันธ์,ท่าบ่อสมบูรณ์,ท067,หนองคาย,หนองคาย
573,คุณจักรพันธ์,ไทยสปีดแมชชีนเนอรี่ จำกัด(นครราชสีมา) /ท087,ท087,นครราชสีมา,นครราชสีมา
574,คุณจักรพันธ์,ไทยอาภรณ์,ท033,ศรีสะเกษ,ศรีสะเกษ
575,คุณจักรพันธ์,บิ๊กตงเฮง จำกัด,บ027,สกลนคร,สกลนคร
576,คุณจักรพันธ์,พันธ์ทวี คอร์ปอเรชั่น จำกัด(หนองบัวลำภู) /พ0692,พ0692,หนองบัวลำภู,หนองบัวลำภู
577,คุณจักรพันธ์,ไพบูลย์การเกษตร(ขอนแก่น) /พ100,พ100,ขอนแก่น,ขอนแก่น
578,คุณจักรพันธ์,ไพศาลเกษตรเคมี จำกัด(อุบลฯ) /พ072,พ072,อุบลราชธานี,อุบลราชธานี
579,คุณจักรพันธ์,วิเชียรการเกษตร(ภุชชงค์),ว0021,หนองคาย,หนองคาย
580,คุณจักรพันธ์,วิเชียรการเกษตร(หนองคาย) /ว002,ว0021,หนองคาย,หนองคาย
581,คุณจักรพันธ์,ศรีธานี(นครราชสีมา) /ศ008,ศ008,นครราชสีมา,นครราชสีมา
582,คุณวิรุฬห์,ปฐมอโศก-โรงปุ๋ยพลังแผ่นดิน(นครปฐม) /ป032,ป032,นครปฐม,นครปฐม
583,คุณอรญา,พัชราพร วงจันทา-(ปทุมธานี) /พ137,พ137,ปทุมธานี,ปทุมธานี
584,คุณอรญา,ดีเฮง(นนทบุรี) /ด031,ด031,นนทบุรี,นนทบุรี
585,คุณอรญา,ส.ชัยมงคลยนต์-กทม. /ส094,ส0942,กทม.,กรุงเทพมหานคร
586,คุณพิชัย,ตันติพงษ์ เทรดดิ้ง จำกัด(เชียงราย) /ต011,ต011,เชียงราย,เชียงราย
587,คุณพิชัย,ลูกเกษตร,ล024,น่าน,น่าน
588,คุณพิชัย,วออินเตอร์เทรด จำกัด,ว0662,กำแพงเพชร,กำแพงเพชร
589,คุณวิรุฬห์,ส.การช่าง(นครศรีฯ) /ส053,ส053,นครศรีธรรมราช,นครศรีธรรมราช
590,คุณวิรุฬห์,สวนยางงานทวี จำกัด(ภูเก็ต) /ส118,ส118,ภูเก็ต,ภูเก็ต
591,คุณวิรุฬห์,สุราษฎร์ไทยเจริญการเกษตร,ส047,สุราษฎร์ธานี,สุราษฎร์ธานี
592,คุณกิตติพงษ์,ดีจริงพานิช,ด003,ฉะเชิงเทรา,ฉะเชิงเทรา
593,คุณกิตติพงษ์,บีเอ็ม แอนด์ เบนซ์ ค้าวัสดุ,บ069,พระนครศรีอยุธยา,พระนครศรีอยุธยา
594,คุณกิตติพงษ์,พิชัยบางลาย,พ059,พิจิตร,พิจิตร
595,คุณกิตติพงษ์,อุดมการเกษตร,อ035,พิจิตร,พิจิตร
596,บริษัท,P.R INTERNATIONAL TRADING (BR NO.WU16985) /พ183,พ183,,
597,บริษัท,ดวงตะวัน พิมพ์ดี,ด019,นนทบุรี,นนทบุรี
598,บริษัท,ธนาคูณพัฒนา จำกัด /ธ008,ธ008,นนทบุรี,นนทบุรี
599,บริษัท,ธนาคูณพัฒนา จำกัด /ธ021,ธ021,นนทบุรี,นนทบุรี
600,บริษัท,บัญญัติ ปิ่นทองพันธ์,บ039,นนทบุรี,นนทบุรี
601,บริษัท,สดใส พิณวานิช /ส157,ส157,,
602,คุณจักรพันธ์,ก้าวหน้าเคมีภัณฑ์,ก020,ขอนแก่น,ขอนแก่น
603,คุณจักรพันธ์,เกษตรเกษม 69 (อุบลฯ) /ก095,ก095,อุบลราชธานี,อุบลราชธานี
604,คุณจักรพันธ์,เคพี การเกษตร29,ค009,ศรีสะเกษ,ศรีสะเกษ
605,คุณจักรพันธ์,ฉัตรกมล,ฉ021,บุรีรัมย์,บุรีรัมย์
606,คุณจักรพันธ์,เตียซุ่นเฮง,ต002,สกลนคร,สกลนคร
607,คุณจักรพันธ์,เพื่อนช่าง ปากช่อง(นครราชสีมา) /พ104,พ104,นครราชสีมา,นครราชสีมา
608,คุณจักรพันธ์,สันวังการเกษตร,ส135,หนองคาย,หนองคาย
609,คุณจักรพันธ์,สินเจริญ,ส007,ร้อยเอ็ด,ร้อยเอ็ด
610,คุณจักรพันธ์,แสงชัยพาณิชย์,ส087,อุดรธานี,อุดรธานี
611,คุณจักรพันธ์,หนองคูการเกษตร-(ศรีสะเกษ) /ห027,ห027,ศรีสะเกษ,ศรีสะเกษ
612,คุณจักรพันธ์,หนิง บ้านดอนแก้ว-(บึงกาฬ) /ห025,ห025,บึงกาฬ,บึงกาฬ
613,คุณอรญา,เกษมพันธ์ จงเจริญคุณวุฒิ-กทม /ก104,ก104,กทม.,กรุงเทพมหานคร
614,คุณอรญา,คิงส์ริช ซัพพลาย(กทม) /ค032,ค0322,กทม.,กรุงเทพมหานคร
615,คุณวิรุฬห์,เคเอ็น 9978 จำกัด(สนง.ใหญ่)-สมุทรสาคร /ค060,ค060,สมุทรสาคร,สมุทรสาคร
616,คุณอรญา,บ้านธนะสาร เซรามิค จำกัด(กทม) /บ045,บ0452,กทม.,กรุงเทพมหานคร
617,คุณอรญา,พรมมาคลังเกษตร จำกัด,พ136,กทม.,กรุงเทพมหานคร
618,คุณกิตติพงษ์,พีพี โกรท อินฟินิตี้ จำกัด,พ138,นครนายก,นครนายก
619,คุณกิตติพงษ์,มงคลชัย-(ปราจีนบุรี) /ม065,ม065,ปราจีนบุรี,ปราจีนบุรี
620,คุณกิตติพงษ์,ลำนารายณ์การเกษตร,ล007,ลพบุรี,ลพบุรี
621,คุณวิรุฬห์,เจ.เค.ซัพพลาย แอนด์ แมชชีนเนอรี่ จำกัด-สมุทรสาคร /จ0412,จ0412,สมุทรสาคร,สมุทรสาคร
622,คุณอรญา,เฉลิมชัย คุณธรรมลิขิต,ฉ006,กทม.,กรุงเทพมหานคร
623,คุณอรญา,ช่างคิด บ้านบัวทอง(นนทบุรี) /ช066,ช066,นนทบุรี,นนทบุรี
624,คุณอรญา,ไทยเปเปอร์คาร์ตอนส์ จำกัด /ท119,ท119,,
625,คุณอรญา,ปิติภัณฑ์ /ป007,ป007,กทม.,กรุงเทพมหานคร
626,คุณอรญา,ส.ฮาร์ดแวร์(นนทบุรี) /ส083,ส083,นนทบุรี,นนทบุรี
627,คุณอรญา,สราวุธ เพ็ชรมุข(กทม.) /ส160,ส160,กทม.,กรุงเทพมหานคร
628,คุณอรญา,อุบล การค้า,อ200,นนทบุรี,นนทบุรี
629,คุณพิชัย,กำแพงเพชรง่วนฮงหลี,ก015,กำแพงเพชร,กำแพงเพชร
630,คุณพิชัย,คนทำสวน,ค013,เชียงใหม่,เชียงใหม่
631,คุณพิชัย,โจ้ การค้า,จ088,เชียงใหม่,เชียงใหม่
632,คุณพิชัย,ดีท๊อป-น่าน /ด033,ด033,น่าน,น่าน
633,คุณพิชัย,ปัญญาการเกษตร จำกัด(สนญ.)-แพร่ /ป0171,ป0171,แพร่,แพร่
634,คุณพิชัย,พะเยาซีเมนต์บล็อค-พะเยา /พ184,พ184,พะเยา,พะเยา
635,คุณพิชัย,แพร่เกษตรพัฒนา(แพร่) /พ011,พ011,แพร่,แพร่
636,คุณพิชัย,มิลเลี่ยน ฟีลด์ส ออแกนิค ฟาร์ม โฮเทล สปอร์ตส /ม053,ม053,,
637,คุณพิชัย,วีระพันธุ์ไม้(เชียงราย) /ว014,ว014,เชียงราย,เชียงราย
638,คุณพิชัย,สวนสำราญ,ส027,เชียงใหม่,เชียงใหม่
639,คุณพิชัย,สายสวาท มณีรัตน์-เชียงราย /ส184,ส184,เชียงราย,เชียงราย
640,คุณพิชัย,อาลิ่ม,อ003,เชียงราย,เชียงราย
641,คุณวิรุฬห์,3 พี ซัพพลาย,ส165,ตรัง,ตรัง
642,คุณวิรุฬห์,เขาฝ้ายนานาภัณฑ์,ข008,นครศรีธรรมราช,นครศรีธรรมราช
643,คุณวิรุฬห์,บางกุ้งเกษตรภัณฑ์(2548)-(สุราษฎร์ธานี) /บ0162,บ0163,สุราษฎร์ธานี,สุราษฎร์ธานี
644,คุณวิรุฬห์,บางกุ้งเกษตรภัณฑ์(2548)-(สุราษฎร์ธานี) /บ0163,บ0163,สุราษฎร์ธานี,สุราษฎร์ธานี
645,คุณวิรุฬห์,เบย์คลังเกษตร,บ073,สตูล,สตูล
646,คุณวิรุฬห์,สัมฤทธิ์พาณิช-ประจวบฯ /ส195,ส195,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
647,คุณวิรุฬห์,ช.แสงฟ้าโลหะภัณฑ์,ช040,กาญจนบุรี,กาญจนบุรี
648,คุณอรญา,ทิพวรรณภัณฑ์,ท063,กาญจนบุรี,กาญจนบุรี
649,คุณกิตติพงษ์,ธนวัฒน์,ธ015,เพชรบูรณ์,เพชรบูรณ์
650,คุณกิตติพงษ์,นิเวศน์การเกษตร(ระยอง) /น008,น0081,ระยอง,ระยอง
651,คุณกิตติพงษ์,ศุภศศิน จำกัด (สนง),ก0101,เพชรบูรณ์,เพชรบูรณ์
652,บริษัท,ไทยเวนเดอร์ อินเตอร์เนชั่นแนล จำกัด,ท118,นครนายก,นครนายก
653,บริษัท,พรพิชัย คลังวิเชียร,พ175,นนทบุรี,นนทบุรี
654,บริษัท,อนันต์ บูชาบุพพาจารย์,อ1702,นนทบุรี,นนทบุรี
655,คุณจักรพันธ์,ตั้งถาวรฟาร์ม-(สุรินทร์) /ต046,ต046,สุรินทร์,สุรินทร์
656,คุณจักรพันธ์,อลงกรณ์,อ131,นครราชสีมา,นครราชสีมา
657,คุณกิตติพงษ์,K S ท่อพีวีซี(สระแก้ว) /ค040,ค0401,สระแก้ว,สระแก้ว
658,คุณวิรุฬห์,ไทยยนต์สตีล ฮาร์ดแวร์,ท120,นครปฐม,นครปฐม
659,คุณกิตติพงษ์,ใบบุญ 38,บ041,สระบุรี,สระบุรี
660,คุณอรญา,ไพโรจน์ ขาวเจริญ-กทม. /พ134,พ134,กทม.,กรุงเทพมหานคร
661,คุณอรญา,จันทร์ที ชาลีนิวัฒน์(อุทัยธานี) /จ063,จ063,อุทัยธานี,อุทัยธานี
662,คุณอรญา,บ้านใหม่ รุ่งเรือง จำกัด /บ074,บ074,นนทบุรี,นนทบุรี
663,คุณอรญา,ไบโอเทค ซิสเต็ม /บ072,บ072,นนทบุรี,นนทบุรี
664,คุณพิชัย,แดงรุ่งเรือง,ด037,เชียงใหม่,เชียงใหม่
665,คุณพิชัย,ตั้งชัยเฮง-น่าน /ช0471,ช0471,น่าน,น่าน
666,คุณพิชัย,ทวีศักดิ์การเกษตร,อ0861,เชียงใหม่,เชียงใหม่
667,คุณพิชัย,ทุ่งน้าวการเกษตร(แพร่) /ท081,ท081,แพร่,แพร่
668,คุณพิชัย,พรพรรณค้าวัสดุ,พ139,เชียงใหม่,เชียงใหม่
669,คุณพิชัย,ภูเพียงปศุสัตว์ฟาร์ม,ภ007,น่าน,น่าน
670,คุณพิชัย,โฮมซีดส์ จำกัด-เชียงใหม่ /ฮ017,ฮ017,เชียงใหม่,เชียงใหม่
671,คุณวิรุฬห์,พิจิตรป่าละอู(ประจวบฯ) /พ055,พ055,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
672,คุณวิรุฬห์,สมบูรณ์,ส077,พัทลุง,พัทลุง
673,คุณกิตติพงษ์,เกษตรเกษม,ก043,ชลบุรี,ชลบุรี
674,คุณกิตติพงษ์,ช.รุ่งแสง คอนสตรัคชั่น จำกัด /ช062,ช062,นนทบุรี,นนทบุรี
675,คุณกิตติพงษ์,รัฐวัฒนา,ร056,เพชรบูรณ์,เพชรบูรณ์
676,บริษัท,จรัญ สีบุตรา(พิษณุโลก) /จ064,จ064,พิษณุโลก,พิษณุโลก
677,บริษัท,ธนาคูณกรุงเทพ (2001) จำกัด,ธ003,กทม.,กรุงเทพมหานคร
678,คุณจักรพันธ์,ชนะเชิด สิงหมาตร,ช070,กาฬสินธุ์,กาฬสินธุ์
679,คุณจักรพันธ์,บ้านจอมพล,บ075,สุรินทร์,สุรินทร์
680,คุณจักรพันธ์,วุฒินันท์ นันทพันธ์-(บุรีรัมย์) /ว073,ว073,บุรีรัมย์,บุรีรัมย์
681,คุณจักรพันธ์,วุฒิภัณฑ์การเกษตร,ว010,มุกดาหาร,มุกดาหาร
682,คุณจักรพันธ์,สมนึก เทือกชัยคำ(นครราชสีมา) /ส044,ส044,นครราชสีมา,นครราชสีมา
683,คุณอรญา,จิตตานันท์ ผึ่งผาย /จ075,จ075,,
684,คุณอรญา,ต.แสงรุ่งเรือง,ต022,กทม.,กรุงเทพมหานคร
685,คุณวิรุฬห์,โทเทิล บิลดิ้ง โปรดักส์ จำกัด (นครปฐม) /ท078,ท078,นครปฐม,นครปฐม
686,คุณกิตติพงษ์,ธีร์-ธาม มาร์เก็ตติ้ง-(สระบุรี) /ภ0112,ภ0112,สระบุรี,สระบุรี
687,คุณจักรพันธ์,พิชามญชุ์ บัวเจริญ(ปทุมธานี) /พ116,พ116,ปทุมธานี,ปทุมธานี
688,คุณอรญา,วัดพระธรรมกาย,ว072,ปทุมธานี,ปทุมธานี
689,คุณอรญา,ศิริชาย,ศ046,กทม.,กรุงเทพมหานคร
690,คุณวิรุฬห์,อภิวัฒน์ โภคสมบัติ-สมุทรสาคร /อ128,อ128,สมุทรสาคร,สมุทรสาคร
691,คุณอรญา,เอส ซีจี แสงเจริญกรุ๊ป(กทม) /อ0391,อ0391,กทม.,กรุงเทพมหานคร
692,คุณฐาปนี,คงสวัสดิ์ ซัพพลาย จำกัด(กรุงเทพฯ) /ค0145,ค0145,กทม.,กรุงเทพมหานคร
693,คุณอรญา,น้ำเพชร ต้นไม้ซิ่ง(นนทบุรี) /น035,น035,นนทบุรี,นนทบุรี
694,คุณอรญา,พิพัฒนกิจเทรดดิ้ง จำกัด /พ117,พ117,กทม.,กรุงเทพมหานคร
695,คุณอรญา,โฟลเทคซีดส์ จำกัด,ฟ003,ลำปาง,ลำปาง
696,คุณพิชัย,ธนาสันต์ โฆษิตประเสริฐ-พิษณุโลก /ธ047,ธ047,พิษณุโลก,พิษณุโลก
697,คุณพิชัย,ธัญมนการเกษตร(เชียงราย) /ธ040,ธ040,เชียงราย,เชียงราย
698,คุณพิชัย,พันธุ์เจริญ(ลำปาง) /พ007,พ007,ลำปาง,ลำปาง
699,คุณพิชัย,ศรีสุนทร,ศ013,น่าน,น่าน
700,คุณวิรุฬห์,ไก่การเกษตร,ก103,พัทลุง,พัทลุง
701,คุณวิรุฬห์,เรี่ยวรุ่งโรจน์(นครศรีฯ) /ร036,ร036,นครศรีธรรมราช,นครศรีธรรมราช
702,คุณกิตติพงษ์,ต.แสงเจริญ,ต014,ระยอง,ระยอง
703,คุณกิตติพงษ์,เพื่อนเกษตร(อุทัยธานี) /พ028,พ028,อุทัยธานี,อุทัยธานี
704,บริษัท,วาย เจ เอช แมชชีนเนอรี่ จำกัด-กรุงเทพฯ /ว071,ว071,กทม.,กรุงเทพมหานคร
705,บริษัท,หาญชัย เดชคุ้ม /ห026,ห026,นนทบุรี,นนทบุรี
706,คุณจักรพันธ์,3เอส คอมเมอร์เชียล (2015),ส164,นครราชสีมา,นครราชสีมา
707,คุณจักรพันธ์,นาโนนค้าปุ๋ย,น025,บึงกาฬ,บึงกาฬ
708,คุณจักรพันธ์,ปักกีอุปกรณ์,ป066,อุดรธานี,อุดรธานี
709,คุณจักรพันธ์,ว่านใหญ่อินเตอร์ไพรส์-(มุกดาหาร) /ว074,ว074,มุกดาหาร,มุกดาหาร
710,คุณอรญา,มั่นคงวัสดุก่อสร้าง,ม067,กทม.,กรุงเทพมหานคร
711,คุณอรญา,กู๊ดชัวร์ เกทเวย์(หว่าหวา ช็อป)จำกัด,ก100,นนทบุรี,นนทบุรี
712,คุณอรญา,บัญชา กุลสิงห์(นนทบุรี) /บ065,บ065,นนทบุรี,นนทบุรี
713,คุณอรญา,เมเจอร์ฟาร์ คอร์ปอเรชั่น จำกัด /ม055,ม055,กทม.,กรุงเทพมหานคร
714,คุณพิชัย,เชียงใหม่มณชัยพาณิชย์(เชียงใหม่) /ช029,ช029,เชียงใหม่,เชียงใหม่
715,คุณพิชัย,นพดลแพร่โฮม-แพร่ /น051,น051,แพร่,แพร่
716,คุณพิชัย,นานาภัณฑ์(น่าน) /น001,น001,น่าน,น่าน
717,คุณวิรุฬห์,เกษตรสำราญ,ก106,สงขลา,สงขลา
718,คุณกิตติพงษ์,เกษตรสุขใจ-(อุทัยธานี) /ก115,ก115,อุทัยธานี,อุทัยธานี
719,บริษัท,ธนาคูณอินเตอร์เนชั่นแนล จำกัด /ธ007,ธ007,นนทบุรี,นนทบุรี
720,บริษัท,เอ็ม จี เทคกรุ๊ฟ จำกัด(กรุงเทพฯ) /อ015,อ015,กทม.,กรุงเทพมหานคร
721,คุณจักรพันธ์,เปมิกา พาณิชย์,ป064,ยโสธร,ยโสธร
722,คุณกิตติพงษ์,ทรัพย์รุ่งเรืองวัสดุภัณฑ์-(สระบุรี) /ท123,ท123,สระบุรี,สระบุรี
723,คุณอรญา,ดีเด่นเฟอร์นิเจอร์,ด020,นนทบุรี,นนทบุรี
724,คุณอรญา,นพเก้าวัสดุภัณฑ์(นนทบุรี) /น040,น040,นนทบุรี,นนทบุรี
725,คุณพิชัย,เจริญสุข,จ066,เชียงใหม่,เชียงใหม่
726,คุณพิชัย,น่าน-แพร่การเกษตร,น019,น่าน,น่าน
727,คุณพิชัย,นิว เวิลด์ อะโกร โพรดักส์,น037,เชียงใหม่,เชียงใหม่
728,คุณพิชัย,พัฒนศักดิ์การค้า-กำแพงเพชร /พ129,พ129,กำแพงเพชร,กำแพงเพชร
729,คุณกิตติพงษ์,ท่อเกษตรไทยตะวันออก,ท115,ระยอง,ระยอง
730,คุณกิตติพงษ์,มงคลคูลทวี(ตราด) /ม038,ม038,ตราด,ตราด
731,คุณกิตติพงษ์,สายฟ้า,ส196,นครสวรรค์,นครสวรรค์
732,คุณจักรพันธ์,ชำนาญการเกษตร(สกลนคร) /ช006,ช006,สกลนคร,สกลนคร
733,คุณจักรพันธ์,ไทยสมบูรณ์(ขอนแก่น) /ท076,ท076,ขอนแก่น,ขอนแก่น
734,คุณจักรพันธ์,บัลลังก์วัสดุ,บ062,อุดรธานี,อุดรธานี
735,คุณวิรุฬห์,กินใจ จำกัด(สมุทรสาคร) /ก083,ก083,สมุทรสาคร,สมุทรสาคร
736,คุณอรญา,ชาดา ซีวิล จำกัด,ช0682,กทม.,กรุงเทพมหานคร
737,คุณกิตติพงษ์,ศิริชัย,ศ018,สระแก้ว,สระแก้ว
738,คุณอรญา,สุธาทิพย์ คำโสกเชือก-ปทุมธานี /ส188,ส188,ปทุมธานี,ปทุมธานี
739,คุณอรญา,เอส.พี.จี.ฮาร์ดแวร์,อ050,กทม.,กรุงเทพมหานคร
740,คุณอรญา,ทรัพย์อรุณวัสดุ,ท027,นนทบุรี,นนทบุรี
741,คุณฐาปนี,ออลไรส์ คอมเมิร์ซ จำกัด(กทม.) /ป0603,ป0603,กทม.,กรุงเทพมหานคร
742,คุณพิชัย,เชียงรายแลนด์ แอสโซซิเอทส์ จำกัด(เชียงราย) /ช0561,ช0563,เชียงราย,เชียงราย
743,คุณพิชัย,ทิพย์เกษตร 168-แพร่ /ท124,ท124,แพร่,แพร่
744,คุณพิชัย,นิรันด์ อาชาบุญญาวิศิษฏ์,น052,น่าน,น่าน
745,คุณพิชัย,หล่อวิเชียร,ห020,ลำปาง,ลำปาง
746,คุณอรญา,เงินสด,ง001,นนทบุรี,นนทบุรี
747,คุณกิตติพงษ์,จินอาโอสถ(เพชรบูรณ์) /จ062,จ062,เพชรบูรณ์,เพชรบูรณ์
748,คุณวิรุฬห์,เจ๊ง๊อ,จ047,กาญจนบุรี,กาญจนบุรี
749,คุณวิรุฬห์,ไทยเจริญอุปกรณ์(กาญฯ) /ท070,ท070,กาญจนบุรี,กาญจนบุรี
750,คุณอรญา,พิชาญพัสสุ์ สุวรรณสิทธิคชา,พ135,สุพรรณบุรี,สุพรรณบุรี
751,คุณกิตติพงษ์,แสงทอง 2000,ส019,เพชรบูรณ์,เพชรบูรณ์
752,บริษัท,ยุวดี วิรัตน์ชัยมงคล /ย020,ย020,นนทบุรี,นนทบุรี
753,บริษัท,สี่กรัตพันธุ์ไม้,ส197,นครศรีธรรมราช,นครศรีธรรมราช
754,คุณจักรพันธ์,คลังเกษตร,ค012,อุบลราชธานี,อุบลราชธานี
755,คุณกิตติพงษ์,มหาเฮงเคมีเกษตรภัณฑ์,ม069,สระบุรี,สระบุรี
756,คุณอรญา,ศราวุธ ทาเหล็ก /ศ022,ศ022,พิษณุโลก,พิษณุโลก
757,คุณกิตติพงษ์,อ.พานิช(สระบุรี) /อ023,อ023,สระบุรี,สระบุรี
758,คุณวิรุฬห์,เคเอสมาร์เก็ตติ้ง 2014 จำกัด(นครปฐม) /ค016,ค016,นครปฐม,นครปฐม
759,คุณอรญา,พรหมสิน พี.เอส.ซี.จำกัด-กรุงเทพฯ /พ132,พ132,กทม.,กรุงเทพมหานคร
760,คุณพิชัย,กระต่ายเครื่องมือช่าง(น่าน) /ก082,ก082,น่าน,น่าน
761,คุณพิชัย,เกษตร 2000,ก014,กำแพงเพชร,กำแพงเพชร
762,คุณพิชัย,เชียงรายแลนด์ ซีเมนต์บล็อก จำกัด(เชียงราย) /ช0563,ช0563,เชียงราย,เชียงราย
763,คุณพิชัย,มีโชคการเกษตร,ม068,กำแพงเพชร,กำแพงเพชร
764,คุณกิตติพงษ์,กิมแซอาหลั่ย(เพชรบูรณ์) /ก010,ก010,เพชรบูรณ์,เพชรบูรณ์
765,คุณกิตติพงษ์,ยนต์เสรีการเกษตร(เพชรบูรณ์) /ย001,ย001,เพชรบูรณ์,เพชรบูรณ์
766,คุณพิชัย,รุ่งเรือง-(ตาก) /ร061,ร061,ตาก,ตาก
767,คุณกิตติพงษ์,สุรินทร์ฮาร์ดแวร์(นครสวรรค์) /ส049,ส049,นครสวรรค์,นครสวรรค์
768,บริษัท,งามจิต แซ่ตั้ง,ง003,นนทบุรี,นนทบุรี
769,คุณจักรพันธ์,ธนาทรัพย์ ธาตุพนม,ธ048,นครพนม,นครพนม
